#,Date_Time,Temp,"Batt, V (LGR S/N: 9940665, SEN S/N: 9940665)",Coupler Detached (LGR S/N: 9940665),Coupler Attached (LGR S/N: 9940665),Host Connected (LGR S/N: 9940665),Stopped (LGR S/N: 9940665),End Of File (LGR S/N: 9940665)
252,08/02/2014 19:38,18.794,3.6,,,,,
253,08/02/2014 20:08,19.27,3.6,,,,,
254,08/02/2014 20:38,18.485,3.6,,,,,
255,08/02/2014 21:08,18.58,3.6,,,,,
256,08/02/2014 21:38,18.794,3.6,,,,,
257,08/02/2014 22:08,18.675,3.6,,,,,
258,08/02/2014 22:38,18.557,3.6,,,,,
259,08/02/2014 23:08,18.39,3.6,,,,,
260,08/02/2014 23:38,18.129,3.6,,,,,
261,08/03/2014 00:08,17.962,3.6,,,,,
262,08/03/2014 00:38,17.796,3.6,,,,,
263,08/03/2014 01:08,17.605,3.6,,,,,
264,08/03/2014 01:38,17.415,3.57,,,,,
265,08/03/2014 02:08,17.249,3.57,,,,,
266,08/03/2014 02:38,17.034,3.57,,,,,
267,08/03/2014 03:08,16.987,3.57,,,,,
268,08/03/2014 03:38,16.844,3.57,,,,,
269,08/03/2014 04:08,16.725,3.57,,,,,
270,08/03/2014 04:38,16.606,3.57,,,,,
271,08/03/2014 05:08,16.534,3.57,,,,,
272,08/03/2014 05:38,16.463,3.57,,,,,
273,08/03/2014 06:08,16.296,3.57,,,,,
274,08/03/2014 06:38,16.177,3.57,,,,,
275,08/03/2014 07:08,16.153,3.57,,,,,
276,08/03/2014 07:38,16.034,3.57,,,,,
277,08/03/2014 08:08,16.01,3.57,,,,,
278,08/03/2014 08:38,15.939,3.57,,,,,
279,08/03/2014 09:08,15.557,3.57,,,,,
280,08/03/2014 09:38,15.533,3.57,,,,,
281,08/03/2014 10:08,15.629,3.57,,,,,
282,08/03/2014 10:38,15.819,3.57,,,,,
283,08/03/2014 11:08,16.01,3.57,,,,,
284,08/03/2014 11:38,16.225,3.57,,,,,
285,08/03/2014 12:08,16.415,3.57,,,,,
286,08/03/2014 12:38,16.677,3.57,,,,,
287,08/03/2014 13:08,16.82,3.57,,,,,
288,08/03/2014 13:38,17.106,3.57,,,,,
289,08/03/2014 14:08,17.201,3.57,,,,,
290,08/03/2014 14:38,17.391,3.57,,,,,
291,08/03/2014 15:08,17.629,3.6,,,,,
292,08/03/2014 15:38,17.867,3.6,,,,,
293,08/03/2014 16:08,18.224,3.6,,,,,
294,08/03/2014 16:38,18.152,3.6,,,,,
295,08/03/2014 17:08,18.343,3.6,,,,,
